Name	Contrast	Age	Time from diagnosis	Sign	Significance	Comment	Population	N Case	N Control	Author	Year	Journal	Source	URL	Authors
Cer(d18:1/23:0)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
Cer(d18:1/24:0)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
LPC(18:0)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
LPC(18:2)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(30:0)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(32:1)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(35:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(36:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(36:4)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(38:3)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(38:4)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(38:5)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(40:5)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-32:0)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-36:5)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-38:4)/PC(P38:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-38:5)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-40:5)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(P-18:0/22:6)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PI(18:0/20:4)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
SM(d18:1/24:0)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
SM(d41:1)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(14:0/18:2/18:2)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(16:0/18:2/18:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(18:0/18:0/18:0)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(18:1/18:1/18:1)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(18:1/18:2/18:2)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(18:2/18:2/18:2)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(47:2)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(48:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(50:1)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(50:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(50:5)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(51:1)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(51:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(51:4)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(52:0)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(52:5)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(53:2)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(54:2)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(54:3)	P1Ab/CTR	3 y					Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
TG(56:2)	P1Ab/CTR	3 y		-1	p < 0.05		Finland			Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
															
CE(18:1)	PT1D/CTR	1 y		-1	p < 0.05		Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
Cer(d18:1/22:0)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
Cer(d18:1/23:0)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
Cer(d18:1/24:0)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
LPC(18:0)	PT1D/CTR	1 y		-1	p < 0.05		Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
LPC(18:2)	PT1D/CTR	1 y		-1	p < 0.05		Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(30:0)	PT1D/CTR	1 y		-1	p < 0.05		Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(32:1)	PT1D/CTR	1 y		1	p < 0.05	Sign unclear	Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(35:3)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(36:3)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(36:4)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(38:3)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(38:4)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(38:5)	PT1D/CTR	1 y		1	p < 0.05	Sign unclear	Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(40:5)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-32:0)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-36:5)	PT1D/CTR	1 y		-1	p < 0.05		Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-38:4)/PC(P38:3)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-38:5)	PT1D/CTR	1 y					Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(O-40:5)	PT1D/CTR	1 y		1	p < 0.05		Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
PC(P-18:0/22:6)	PT1D/CTR	1 y		-1	p < 0.05		Finland	34	10	Sen	2020	Diabetologia	Figure 1	https://doi.org/10.1007/s00125-020-05107-6	"Partho Sen, Alex M. Dickens, María Asunción López-Bascón, Tuomas Lindeman, Esko Kemppainen, Santosh Lamichhane, Tuukka Rönkkö, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Heikki Hyöty, Tuulia Hyötyläinen, Mikael Knip, Matej Oreši? "
